name,lat,long,count,date,certainty_index
"BYU, Provo",40.24888001,-111.6485094,48.0,2011-10-31 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,5.0,2011-10-31 00:00:00,1
Duke University,36.00354706,-78.93830223,109.0,2011-10-31 00:00:00,1
Brown University,41.82598954,-71.40246227,116.0,2011-10-31 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,68.0,2011-10-31 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,2.0,2011-10-31 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,2.0,2011-10-31 00:00:00,1
California State Library,38.57603262,-121.4962643,3.0,2011-10-31 00:00:00,1
Hong Kong,22.31836625,114.181248,1.0,2011-11-30 00:00:00,0.5
Internet Archive Headquarters,37.78244229,-122.4717902,1215.0,2011-11-30 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,9638.0,2011-11-30 00:00:00,1
University of Toronto,43.66312452,-79.3955813,257.0,2011-11-30 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,172.0,2011-11-30 00:00:00,1
UCLA,34.071863589276,-118.2538418,57.0,2011-11-30 00:00:00,1
Princeton University,40.34604013,-74.66685643,85.0,2011-11-30 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,502.0,2011-11-30 00:00:00,1
Library of Congress,38.8895692,-77.0045688,778.0,2011-11-30 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,60.0,2011-11-30 00:00:00,1
UIUC,40.10440926,-88.22933583,302.0,2011-11-30 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,56.0,2011-11-30 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,13.0,2011-11-30 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,372.0,2011-11-30 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,15.0,2011-11-30 00:00:00,1
Duke University,36.00354706,-78.93830223,104.0,2011-11-30 00:00:00,1
Brown University,41.82598954,-71.40246227,65.0,2011-11-30 00:00:00,1
"Natural History Museum Library, London",51.49684189,-0.1762706424,11.0,2011-11-30 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,68.0,2011-11-30 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,9.0,2011-11-30 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,5.0,2011-11-30 00:00:00,1
Internet Archive Headquarters,37.78244229,-122.4717902,1058.0,2011-12-31 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,8875.0,2011-12-31 00:00:00,1
University of Toronto,43.66312452,-79.3955813,306.0,2011-12-31 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,85.0,2011-12-31 00:00:00,1
UCLA,34.071863589276,-118.2538418,39.0,2011-12-31 00:00:00,1
Princeton University,40.34604013,-74.66685643,71.0,2011-12-31 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,222.0,2011-12-31 00:00:00,1
Library of Congress,38.8895692,-77.0045688,694.0,2011-12-31 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,47.0,2011-12-31 00:00:00,1
UIUC,40.10440926,-88.22933583,430.0,2011-12-31 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,45.0,2011-12-31 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,14.0,2011-12-31 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,130.0,2011-12-31 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,10.0,2011-12-31 00:00:00,1
Duke University,36.00354706,-78.93830223,53.0,2011-12-31 00:00:00,1
Brown University,41.82598954,-71.40246227,13.0,2011-12-31 00:00:00,1
"Natural History Museum Library, London",51.49684189,-0.1762706424,19.0,2011-12-31 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,25.0,2011-12-31 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,6.0,2011-12-31 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,9.0,2011-12-31 00:00:00,1
California State Library,38.57603262,-121.4962643,4.0,2011-12-31 00:00:00,1
Hong Kong,22.31836625,114.181248,1.0,2012-01-31 00:00:00,0.5
Internet Archive Headquarters,37.78244229,-122.4717902,1456.0,2012-01-31 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,3122.0,2012-01-31 00:00:00,1
University of Toronto,43.66312452,-79.3955813,432.0,2012-01-31 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,196.0,2012-01-31 00:00:00,1
UCLA,34.071863589276,-118.2538418,37.0,2012-01-31 00:00:00,1
Princeton University,40.34604013,-74.66685643,192.0,2012-01-31 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,438.0,2012-01-31 00:00:00,1
Library of Congress,38.8895692,-77.0045688,818.0,2012-01-31 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,159.0,2012-01-31 00:00:00,1
UIUC,40.10440926,-88.22933583,407.0,2012-01-31 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,40.0,2012-01-31 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,40.0,2012-01-31 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,125.0,2012-01-31 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,13.0,2012-01-31 00:00:00,1
Duke University,36.00354706,-78.93830223,6.0,2012-01-31 00:00:00,1
Brown University,41.82598954,-71.40246227,35.0,2012-01-31 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,45.0,2012-01-31 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,35.0,2012-01-31 00:00:00,1
California State Library,38.57603262,-121.4962643,4.0,2012-01-31 00:00:00,1
Yiddish Book Center,42.32188825,-72.52766762,1.0,2012-01-31 00:00:00,1
Hong Kong,22.31836625,114.181248,1.0,2012-02-29 00:00:00,0.5
Internet Archive Headquarters,37.78244229,-122.4717902,1027.0,2012-02-29 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,7443.0,2012-02-29 00:00:00,1
University of Toronto,43.66312452,-79.3955813,1115.0,2012-02-29 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,224.0,2012-02-29 00:00:00,1
UCLA,34.071863589276,-118.2538418,30.0,2012-02-29 00:00:00,1
Princeton University,40.34604013,-74.66685643,251.0,2012-02-29 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,400.0,2012-02-29 00:00:00,1
Library of Congress,38.8895692,-77.0045688,548.0,2012-02-29 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,105.0,2012-02-29 00:00:00,1
UIUC,40.10440926,-88.22933583,187.0,2012-02-29 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,58.0,2012-02-29 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,5.0,2012-02-29 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,214.0,2012-02-29 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,34.0,2012-02-29 00:00:00,1
Duke University,36.00354706,-78.93830223,32.0,2012-02-29 00:00:00,1
Brown University,41.82598954,-71.40246227,38.0,2012-02-29 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,49.0,2012-02-29 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,22.0,2012-02-29 00:00:00,1
California State Library,38.57603262,-121.4962643,17.0,2012-02-29 00:00:00,1
Internet Archive Headquarters,37.78244229,-122.4717902,1156.0,2012-03-31 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,12532.0,2012-03-31 00:00:00,1
University of Toronto,43.66312452,-79.3955813,305.0,2012-03-31 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,372.0,2012-03-31 00:00:00,1
UCLA,34.071863589276,-118.2538418,43.0,2012-03-31 00:00:00,1
Princeton University,40.34604013,-74.66685643,300.0,2012-03-31 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,614.0,2012-03-31 00:00:00,1
Library of Congress,38.8895692,-77.0045688,998.0,2012-03-31 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,141.0,2012-03-31 00:00:00,1
Internt Archive Physical Archive,37.92950359,-122.3459874,5.0,2012-03-31 00:00:00,1
UIUC,40.10440926,-88.22933583,221.0,2012-03-31 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,4.0,2012-03-31 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,4.0,2012-03-31 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,361.0,2012-03-31 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,56.0,2012-03-31 00:00:00,1
Duke University,36.00354706,-78.93830223,3.0,2012-03-31 00:00:00,1
Brown University,41.82598954,-71.40246227,50.0,2012-03-31 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,81.0,2012-03-31 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,1.0,2012-03-31 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,4.0,2012-03-31 00:00:00,1
California State Library,38.57603262,-121.4962643,7.0,2012-03-31 00:00:00,1
Yiddish Book Center,42.32188825,-72.52766762,1.0,2012-03-31 00:00:00,1
Internet Archive Headquarters,37.78244229,-122.4717902,679.0,2012-04-30 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,12647.0,2012-04-30 00:00:00,1
University of Toronto,43.66312452,-79.3955813,303.0,2012-04-30 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,302.0,2012-04-30 00:00:00,1
UCLA,34.071863589276,-118.2538418,40.0,2012-04-30 00:00:00,1
Princeton University,40.34604013,-74.66685643,297.0,2012-04-30 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,218.0,2012-04-30 00:00:00,1
Library of Congress,38.8895692,-77.0045688,1041.0,2012-04-30 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,393.0,2012-04-30 00:00:00,1
UIUC,40.10440926,-88.22933583,187.0,2012-04-30 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,31.0,2012-04-30 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,12.0,2012-04-30 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,140.0,2012-04-30 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,23.0,2012-04-30 00:00:00,1
Duke University,36.00354706,-78.93830223,6.0,2012-04-30 00:00:00,1
Brown University,41.82598954,-71.40246227,36.0,2012-04-30 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,74.0,2012-04-30 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,2.0,2012-04-30 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,23.0,2012-04-30 00:00:00,1
Yiddish Book Center,42.32188825,-72.52766762,1.0,2012-04-30 00:00:00,1
Clemson University,34.67345992,-82.8367119,1.0,2012-04-30 00:00:00,1
Internet Archive Headquarters,37.78244229,-122.4717902,848.0,2012-05-31 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,13728.0,2012-05-31 00:00:00,1
University of Toronto,43.66312452,-79.3955813,241.0,2012-05-31 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,347.0,2012-05-31 00:00:00,1
UCLA,34.071863589276,-118.2538418,50.0,2012-05-31 00:00:00,1
Princeton University,40.34604013,-74.66685643,270.0,2012-05-31 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,407.0,2012-05-31 00:00:00,1
Library of Congress,38.8895692,-77.0045688,884.0,2012-05-31 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,483.0,2012-05-31 00:00:00,1
Internt Archive Physical Archive,37.92950359,-122.3459874,18.0,2012-05-31 00:00:00,1
UIUC,40.10440926,-88.22933583,183.0,2012-05-31 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,9.0,2012-05-31 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,48.0,2012-05-31 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,151.0,2012-05-31 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,36.0,2012-05-31 00:00:00,1
Duke University,36.00354706,-78.93830223,1.0,2012-05-31 00:00:00,1
Brown University,41.82598954,-71.40246227,12.0,2012-05-31 00:00:00,1
"Natural History Museum Library, London",51.49684189,-0.1762706424,2.0,2012-05-31 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,60.0,2012-05-31 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,1.0,2012-05-31 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,27.0,2012-05-31 00:00:00,1
Yiddish Book Center,42.32188825,-72.52766762,1.0,2012-05-31 00:00:00,1
Internet Archive Headquarters,37.78244229,-122.4717902,558.0,2012-06-30 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,11946.0,2012-06-30 00:00:00,1
University of Toronto,43.66312452,-79.3955813,266.0,2012-06-30 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,393.0,2012-06-30 00:00:00,1
UCLA,34.071863589276,-118.2538418,43.0,2012-06-30 00:00:00,1
Princeton University,40.34604013,-74.66685643,91.0,2012-06-30 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,211.0,2012-06-30 00:00:00,1
Library of Congress,38.8895692,-77.0045688,1060.0,2012-06-30 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,454.0,2012-06-30 00:00:00,1
Internt Archive Physical Archive,37.92950359,-122.3459874,153.0,2012-06-30 00:00:00,1
UIUC,40.10440926,-88.22933583,296.0,2012-06-30 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,2.0,2012-06-30 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,26.0,2012-06-30 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,117.0,2012-06-30 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,30.0,2012-06-30 00:00:00,1
Duke University,36.00354706,-78.93830223,27.0,2012-06-30 00:00:00,1
Brown University,41.82598954,-71.40246227,10.0,2012-06-30 00:00:00,1
"Natural History Museum Library, London",51.49684189,-0.1762706424,6.0,2012-06-30 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,60.0,2012-06-30 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,22.0,2012-06-30 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,15.0,2012-06-30 00:00:00,1
Hong Kong,22.31836625,114.181248,1.0,2012-07-31 00:00:00,0.5
Internet Archive Headquarters,37.78244229,-122.4717902,653.0,2012-07-31 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,11919.0,2012-07-31 00:00:00,1
University of Toronto,43.66312452,-79.3955813,361.0,2012-07-31 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,58.0,2012-07-31 00:00:00,1
UCLA,34.071863589276,-118.2538418,21.0,2012-07-31 00:00:00,1
Princeton University,40.34604013,-74.66685643,325.0,2012-07-31 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,340.0,2012-07-31 00:00:00,1
Library of Congress,38.8895692,-77.0045688,985.0,2012-07-31 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,376.0,2012-07-31 00:00:00,1
Internt Archive Physical Archive,37.92950359,-122.3459874,71.0,2012-07-31 00:00:00,1
UIUC,40.10440926,-88.22933583,361.0,2012-07-31 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,11.0,2012-07-31 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,48.0,2012-07-31 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,154.0,2012-07-31 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,30.0,2012-07-31 00:00:00,1
Duke University,36.00354706,-78.93830223,46.0,2012-07-31 00:00:00,1
Brown University,41.82598954,-71.40246227,21.0,2012-07-31 00:00:00,1
"Natural History Museum Library, London",51.49684189,-0.1762706424,10.0,2012-07-31 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,48.0,2012-07-31 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,4.0,2012-07-31 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,16.0,2012-07-31 00:00:00,1
Hong Kong,22.31836625,114.181248,2.0,2012-08-31 00:00:00,0.5
Internet Archive Headquarters,37.78244229,-122.4717902,1271.0,2012-08-31 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,15610.0,2012-08-31 00:00:00,1
University of Toronto,43.66312452,-79.3955813,698.0,2012-08-31 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,145.0,2012-08-31 00:00:00,1
UCLA,34.071863589276,-118.2538418,31.0,2012-08-31 00:00:00,1
Princeton University,40.34604013,-74.66685643,579.0,2012-08-31 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,83.0,2012-08-31 00:00:00,1
Library of Congress,38.8895692,-77.0045688,1370.0,2012-08-31 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,416.0,2012-08-31 00:00:00,1
Internt Archive Physical Archive,37.92950359,-122.3459874,131.0,2012-08-31 00:00:00,1
UIUC,40.10440926,-88.22933583,510.0,2012-08-31 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,31.0,2012-08-31 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,92.0,2012-08-31 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,5.0,2012-08-31 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,43.0,2012-08-31 00:00:00,1
Duke University,36.00354706,-78.93830223,59.0,2012-08-31 00:00:00,1
Brown University,41.82598954,-71.40246227,16.0,2012-08-31 00:00:00,1
"Natural History Museum Library, London",51.49684189,-0.1762706424,11.0,2012-08-31 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,42.0,2012-08-31 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,1.0,2012-08-31 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,22.0,2012-08-31 00:00:00,1
Yiddish Book Center,42.32188825,-72.52766762,1.0,2012-08-31 00:00:00,1
Hong Kong,22.31836625,114.181248,2.0,2012-09-30 00:00:00,0.5
Internet Archive Headquarters,37.78244229,-122.4717902,1154.0,2012-09-30 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,13648.0,2012-09-30 00:00:00,1
University of Toronto,43.66312452,-79.3955813,627.0,2012-09-30 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,98.0,2012-09-30 00:00:00,1
UCLA,34.071863589276,-118.2538418,35.0,2012-09-30 00:00:00,1
Princeton University,40.34604013,-74.66685643,419.0,2012-09-30 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,28.0,2012-09-30 00:00:00,1
Library of Congress,38.8895692,-77.0045688,902.0,2012-09-30 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,112.0,2012-09-30 00:00:00,1
UIUC,40.10440926,-88.22933583,181.0,2012-09-30 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,5.0,2012-09-30 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,16.0,2012-09-30 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,90.0,2012-09-30 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,40.0,2012-09-30 00:00:00,1
Duke University,36.00354706,-78.93830223,23.0,2012-09-30 00:00:00,1
Brown University,41.82598954,-71.40246227,25.0,2012-09-30 00:00:00,1
"Natural History Museum Library, London",51.49684189,-0.1762706424,1.0,2012-09-30 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,11.0,2012-09-30 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,2.0,2012-09-30 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,20.0,2012-09-30 00:00:00,1
Internet Archive Headquarters,37.78244229,-122.4717902,1596.0,2012-10-31 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,7784.0,2012-10-31 00:00:00,1
University of Toronto,43.66312452,-79.3955813,934.0,2012-10-31 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,155.0,2012-10-31 00:00:00,1
UCLA,34.071863589276,-118.2538418,33.0,2012-10-31 00:00:00,1
Princeton University,40.34604013,-74.66685643,401.0,2012-10-31 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,101.0,2012-10-31 00:00:00,1
Library of Congress,38.8895692,-77.0045688,1165.0,2012-10-31 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,80.0,2012-10-31 00:00:00,1
UIUC,40.10440926,-88.22933583,423.0,2012-10-31 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,7.0,2012-10-31 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,10.0,2012-10-31 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,120.0,2012-10-31 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,29.0,2012-10-31 00:00:00,1
Duke University,36.00354706,-78.93830223,50.0,2012-10-31 00:00:00,1
Brown University,41.82598954,-71.40246227,16.0,2012-10-31 00:00:00,1
"Natural History Museum Library, London",51.49684189,-0.1762706424,1.0,2012-10-31 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,49.0,2012-10-31 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,3.0,2012-10-31 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,4.0,2012-10-31 00:00:00,1
Internet Archive Headquarters,37.78244229,-122.4717902,1248.0,2012-11-30 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,35.0,2012-11-30 00:00:00,1
University of Toronto,43.66312452,-79.3955813,720.0,2012-11-30 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,167.0,2012-11-30 00:00:00,1
UCLA,34.071863589276,-118.2538418,24.0,2012-11-30 00:00:00,1
Princeton University,40.34604013,-74.66685643,569.0,2012-11-30 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,245.0,2012-11-30 00:00:00,1
Library of Congress,38.8895692,-77.0045688,949.0,2012-11-30 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,116.0,2012-11-30 00:00:00,1
UIUC,40.10440926,-88.22933583,210.0,2012-11-30 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,16.0,2012-11-30 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,22.0,2012-11-30 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,82.0,2012-11-30 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,11.0,2012-11-30 00:00:00,1
Duke University,36.00354706,-78.93830223,62.0,2012-11-30 00:00:00,1
Brown University,41.82598954,-71.40246227,27.0,2012-11-30 00:00:00,1
"Natural History Museum Library, London",51.49684189,-0.1762706424,41.0,2012-11-30 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,27.0,2012-11-30 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,3.0,2012-11-30 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,3.0,2012-11-30 00:00:00,1
Hong Kong,22.31836625,114.181248,1.0,2012-12-31 00:00:00,0.5
Internet Archive Headquarters,37.78244229,-122.4717902,897.0,2012-12-31 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,1932.0,2012-12-31 00:00:00,1
University of Toronto,43.66312452,-79.3955813,284.0,2012-12-31 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,68.0,2012-12-31 00:00:00,1
UCLA,34.071863589276,-118.2538418,16.0,2012-12-31 00:00:00,1
Princeton University,40.34604013,-74.66685643,302.0,2012-12-31 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,846.0,2012-12-31 00:00:00,1
National Agricultural Library,39.02352526,-76.9216014,41.0,2012-12-31 00:00:00,1
Library of Congress,38.8895692,-77.0045688,442.0,2012-12-31 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,6.0,2012-12-31 00:00:00,1
UIUC,40.10440926,-88.22933583,182.0,2012-12-31 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,4.0,2012-12-31 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,16.0,2012-12-31 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,53.0,2012-12-31 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,16.0,2012-12-31 00:00:00,1
Duke University,36.00354706,-78.93830223,64.0,2012-12-31 00:00:00,1
Brown University,41.82598954,-71.40246227,30.0,2012-12-31 00:00:00,1
"Natural History Museum Library, London",51.49684189,-0.1762706424,1.0,2012-12-31 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,21.0,2012-12-31 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,16.0,2012-12-31 00:00:00,1
Internet Archive Headquarters,37.78244229,-122.4717902,1264.0,2013-01-31 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,801.0,2013-01-31 00:00:00,1
University of Toronto,43.66312452,-79.3955813,879.0,2013-01-31 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,161.0,2013-01-31 00:00:00,1
UCLA,34.071863589276,-118.2538418,16.0,2013-01-31 00:00:00,1
Princeton University,40.34604013,-74.66685643,410.0,2013-01-31 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,564.0,2013-01-31 00:00:00,1
National Agricultural Library,39.02352526,-76.9216014,628.0,2013-01-31 00:00:00,1
Library of Congress,38.8895692,-77.0045688,507.0,2013-01-31 00:00:00,1
UNC Chapel Hill,35.91177641,-79.04727727,93.0,2013-01-31 00:00:00,1
UIUC,40.10440926,-88.22933583,319.0,2013-01-31 00:00:00,1
National Library of Scotland,55.94870434,-3.191972202,1.0,2013-01-31 00:00:00,1
San Francisco Public Library,37.77914204,-122.4157906,60.0,2013-01-31 00:00:00,1
"BYU, Provo",40.24888001,-111.6485094,28.0,2013-01-31 00:00:00,1
Smithsonian Libraries and Archives,38.89132735,-77.02586404,29.0,2013-01-31 00:00:00,1
Duke University,36.00354706,-78.93830223,95.0,2013-01-31 00:00:00,1
Brown University,41.82598954,-71.40246227,4.0,2013-01-31 00:00:00,1
"Natural History Museum Library, London",51.49684189,-0.1762706424,3.0,2013-01-31 00:00:00,1
The Archive of Contemporary Music,40.71867548,-74.00374316,40.0,2013-01-31 00:00:00,1
"BYU, Hawaii",21.64181757,-157.9265819,1.0,2013-01-31 00:00:00,1
"BYU, Idaho Family History Library",43.81513782,-111.7835769,16.0,2013-01-31 00:00:00,1
Internet Archive Headquarters,37.78244229,-122.4717902,764.0,2013-02-28 00:00:00,1
Datum Data Co. Ltd.,22.56796924,114.0544612,118.0,2013-02-28 00:00:00,1
University of Toronto,43.66312452,-79.3955813,740.0,2013-02-28 00:00:00,1
Allen County Public Library Geneaology Center,41.07773159,-85.14224798,102.0,2013-02-28 00:00:00,1
UCLA,34.071863589276,-118.2538418,31.0,2013-02-28 00:00:00,1
Princeton University,40.34604013,-74.66685643,160.0,2013-02-28 00:00:00,1
Boston Public Library,42.34936189,-71.07819992,676.0,2013-02-28 00:00:00,1
National Agricultural Library,39.02352526,-76.9216014,228.0,2013-02-28 00:00:00,1
Library of Congress,38.8895692,-77.0045688,372.0,2013-02-28 00:00:00,1
