year,month,"Innodata Knowledge Services, Inc.",Hong Kong,University of Alberta,Internet Archive Headquarters,Datum Data Co. Ltd.,University of Toronto,Allen County Public Library Geneaology Center,British Library,UCLA,Princeton University,Boston Public Library,National Agricultural Library,Library of Congress,Columbia University,UNC Chapel Hill,Internt Archive Physical Archive,UIUC,National Library of Scotland,San Francisco Public Library,"University of Maryland, College Park",North Carolina State University,"BYU, Provo",Smithsonian Libraries and Archives,Georgetown University,Internet Archive Sheridan Headquarters ,Duke University,Brown University,"Natural History Museum Library, London",The Archive of Contemporary Music,"BYU, Hawaii","BYU, Idaho Family History Library",Getty Research Institute Valencia Warehouse,University of Florida,The Ohio State University,American Numismatic Society,Getty Research Institute,Ernst Mayr Library of the Museum of Comparative Zoology,University of Pretoria,The Servants of Knowledge,International Institute of Information Technology Hyderabad,California State Library,University of Chinese Academy of Sciences,Servants of Knowledge,Trent University,Universidad Francisco Marroquín,Analysis and Policy Observatory (APO),BookScanUS,American Museum of Natural History,State Library of Pennsylvania,Yiddish Book Center,Stanford University,Peabody Essex Museum,California Acaddemy of Sciences,"Centre for Strategic and International Studies, Jakarta",Zhejiang University,Clemson University,Osmania University,Kahle/Austin Foundation,John Hopkins University Library Offsite Storage,University of Victoria,Hopewell Junction,University of Warwick,Research Institute of Korean Studies,1 Dollar Scan
2019.0,6.0,13145.0,0,0,32.0,588.0,167.0,280.0,440.0,29.0,84.0,21.0,93.0,256.0,0,190.0,0,45.0,0,0,0,0,12.0,11.0,7.0,0,11.0,35.0,0,0,0,0,71.0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019.0,7.0,17819.0,0,0,33.0,890.0,86.0,294.0,412.0,22.0,262.0,38.0,25.0,373.0,0,176.0,0,51.0,0,0,0,0,22.0,7.0,4.0,0,43.0,105.0,0,0,0,0,62.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019.0,8.0,15802.0,0,0,7.0,1072.0,72.0,498.0,832.0,51.0,147.0,77.0,970.0,170.0,0,117.0,0,523.0,0,0,0,0,0,29.0,10.0,0,19.0,74.0,8.0,0,0,0,106.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019.0,9.0,13706.0,0,0,68.0,919.0,128.0,465.0,578.0,21.0,182.0,65.0,487.0,115.0,0,65.0,0,543.0,0,0,0,0,6.0,6.0,9.0,0,14.0,70.0,1.0,0,0,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019.0,10.0,12101.0,0,0,43.0,1038.0,242.0,209.0,601.0,17.0,483.0,64.0,568.0,297.0,0,202.0,0,166.0,0,0,0,0,28.0,10.0,16.0,0,37.0,113.0,0,0,0,0,10.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
2019.0,11.0,29881.0,0,0,13.0,1788.0,170.0,57.0,528.0,9.0,173.0,27.0,584.0,239.0,0,184.0,0,1.0,0,0,0,0,27.0,10.0,5.0,0,3.0,112.0,3.0,0,0,0,11.0,0,1.0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019.0,12.0,33852.0,0,0,8.0,2308.0,111.0,74.0,455.0,62.0,128.0,37.0,465.0,275.0,0,47.0,0,79.0,0,0,0,0,10.0,14.0,2.0,0,46.0,64.0,1.0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,1.0,30510.0,0,0,8.0,1505.0,72.0,26.0,568.0,60.0,164.0,69.0,556.0,298.0,0,137.0,0,85.0,0,0,0,0,26.0,14.0,40.0,0,60.0,72.0,2.0,0,0,0,20.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,2.0,15931.0,0,0,68.0,0,65.0,4.0,830.0,30.0,177.0,79.0,480.0,344.0,0,243.0,0,99.0,0,0,0,0,20.0,8.0,32.0,0,30.0,100.0,0,0,0,0,23.0,0,4.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,3.0,13264.0,0,0,2.0,1500.0,15.0,23.0,448.0,17.0,188.0,28.0,271.0,146.0,0,56.0,0,29.0,0,0,0,0,37.0,4.0,1.0,0,5.0,43.0,1.0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,4.0,4189.0,0,0,26.0,2095.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,5.0,10485.0,0,0,50.0,1991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,6.0,34722.0,0,0,19.0,1949.0,0,9.0,0,0,0,3.0,0,0,0,0,0,130.0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,7.0,35436.0,0,0,14.0,1569.0,0,12.0,0,0,0,17.0,0,0,0,0,0,471.0,0,0,0,0,21.0,0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,8.0,34683.0,0,0,1.0,1183.0,1.0,12.0,0,0,0,48.0,944.0,0,0,0,0,1.0,0,0,0,0,22.0,0,0,0,40.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,9.0,41774.0,0,0,2.0,203.0,28.0,20.0,0,0,0,25.0,336.0,0,0,0,0,9.0,0,0,0,0,14.0,0,1.0,0,54.0,57.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,10.0,41082.0,0,0,53.0,585.0,14.0,5.0,402.0,0,327.0,39.0,0,0,0,14.0,0,15.0,0,0,0,0,32.0,0,0,0,15.0,26.0,6.0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,11.0,39559.0,0,0,43.0,1063.0,11.0,6.0,1035.0,0,424.0,27.0,0,0,0,70.0,0,3.0,0,0,0,0,8.0,0,0,0,11.0,20.0,3.0,0,0,0,0,0,4.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020.0,12.0,32082.0,0,0,61.0,160.0,0,1.0,0,0,0,15.0,5.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,10.0,9.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021.0,1.0,38581.0,0,0,1.0,426.0,3.0,6.0,0,0,31.0,25.0,254.0,0,0,175.0,0,11.0,0,0,0,0,24.0,0,1.0,0,34.0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021.0,2.0,33233.0,0,0,10.0,13.0,0,24.0,0,0,52.0,118.0,294.0,0,0,87.0,0,16.0,0,0,0,0,19.0,0,0,0,33.0,12.0,0,0,0,0,0,0,0,5.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021.0,3.0,35431.0,0,0,6.0,642.0,1.0,35.0,0,0,297.0,16.0,506.0,0,0,175.0,0,59.0,0,0,0,0,1.0,0,0,0,51.0,21.0,0,0,0,0,0,0,4.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2021.0,4.0,21646.0,0,0,0,374.0,0,32.0,0,0,67.0,29.0,502.0,0,0,42.0,0,28.0,0,0,0,0,10.0,0,0,0,30.0,19.0,0,0,0,0,0,0,2.0,86.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2021.0,5.0,29595.0,0,0,5.0,396.0,0,33.0,0,0,26.0,43.0,335.0,0,0,35.0,0,25.0,0,0,0,0,4.0,0,1.0,0,14.0,8.0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021.0,6.0,24326.0,0,0,0,407.0,18.0,1.0,0,0,106.0,69.0,343.0,0,0,39.0,0,39.0,0,0,0,0,3.0,0,0,0,49.0,13.0,0,0,0,0,0,0,1.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021.0,7.0,26075.0,0,0,2.0,902.0,4.0,24.0,150.0,0,30.0,94.0,337.0,0,0,39.0,0,38.0,0,0,0,0,0,0,0,0,34.0,13.0,0,0,0,0,0,0,50.0,40.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021.0,8.0,16259.0,0,0,0,763.0,2.0,47.0,226.0,0,0,46.0,401.0,0,0,57.0,0,46.0,0,0,0,0,1.0,0,12.0,0,3.0,8.0,0,0,0,0,0,0,36.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021.0,9.0,34902.0,0,0,9.0,981.0,0,72.0,28.0,0,9.0,93.0,498.0,0,0,109.0,0,66.0,0,0,0,0,9.0,0,9.0,0,21.0,2.0,0,0,0,0,0,0,56.0,123.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021.0,10.0,36592.0,0,0,0,693.0,32.0,105.0,3.0,26.0,4.0,195.0,345.0,0,0,5.0,0,45.0,0,0,0,0,10.0,0,34.0,1.0,11.0,6.0,0,0,0,0,3.0,0,32.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021.0,11.0,28855.0,0,0,4.0,1006.0,11.0,201.0,0,11.0,3.0,16.0,407.0,0,0,59.0,0,54.0,0,0,0,0,1.0,0,17.0,0,49.0,5.0,0,0,0,0,19.0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021.0,12.0,18824.0,0,0,4.0,1136.0,63.0,125.0,0,31.0,193.0,4.0,507.0,0,0,13.0,0,97.0,0,0,0,0,13.0,0,0,0,17.0,0,0,0,0,0,18.0,0,32.0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.0,1.0,28312.0,0,0,2.0,1046.0,0,77.0,0,2.0,164.0,4.0,788.0,0,0,105.0,0,42.0,0,0,0,0,20.0,0,0,0,7.0,5.0,2.0,0,0,0,27.0,0,30.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.0,2.0,20346.0,0,0,8.0,777.0,46.0,21.0,0,24.0,126.0,117.0,546.0,0,0,83.0,0,32.0,0,0,0,0,2.0,0,1.0,0,7.0,11.0,1.0,0,0,0,17.0,0,12.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.0,3.0,32289.0,0,0,1.0,637.0,69.0,63.0,209.0,38.0,134.0,23.0,942.0,0,0,109.0,12.0,59.0,0,0,0,0,10.0,0,0,0,37.0,23.0,0,0,0,0,30.0,0,10.0,0,0,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.0,4.0,10223.0,0,0,1.0,696.0,75.0,57.0,31.0,2.0,79.0,3.0,359.0,0,0,97.0,1.0,49.0,0,0,0,0,9.0,0,1.0,0,20.0,13.0,0,0,0,0,3.0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.0,5.0,30123.0,0,0,7.0,472.0,15.0,71.0,349.0,16.0,426.0,3.0,977.0,0,0,90.0,0,114.0,0,0,0,0,37.0,0,2.0,0,20.0,45.0,0,0,0,0,50.0,0,21.0,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.0,6.0,28810.0,0,0,0,815.0,0,66.0,508.0,24.0,71.0,1.0,721.0,0,0,0,0,104.0,0,0,0,0,35.0,0,16.0,0,56.0,33.0,0,0,0,0,47.0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.0,7.0,22063.0,0,0,0,417.0,0,27.0,604.0,21.0,142.0,1.0,0,0,0,3.0,0,112.0,0,0,0,0,30.0,0,5.0,0,26.0,9.0,0,0,0,0,7.0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.0,8.0,19169.0,0,0,1.0,837.0,31.0,72.0,411.0,10.0,143.0,1.0,0,0,0,20.0,0,95.0,0,0,0,0,15.0,0,11.0,0,41.0,22.0,0,0,0,0,2.0,0,1.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.0,10.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
