,name,month_year,scans_per_month,lat,lon,date
3707,Universidad Francisco Marroquín,2009-11,4,14.60594769,-90.50534962,2009-11-01 00:00:00
3708,Universidad Francisco Marroquín,2009-12,8,14.60594769,-90.50534962,2009-12-01 00:00:00
3709,Universidad Francisco Marroquín,2010-01,1,14.60594769,-90.50534962,2010-01-01 00:00:00
3710,Universidad Francisco Marroquín,2010-02,4,14.60594769,-90.50534962,2010-02-01 00:00:00
3711,Universidad Francisco Marroquín,2010-03,8,14.60594769,-90.50534962,2010-03-01 00:00:00
3712,Universidad Francisco Marroquín,2010-05,2,14.60594769,-90.50534962,2010-05-01 00:00:00
3713,Universidad Francisco Marroquín,2010-06,4,14.60594769,-90.50534962,2010-06-01 00:00:00
3714,Universidad Francisco Marroquín,2010-07,1,14.60594769,-90.50534962,2010-07-01 00:00:00
3715,Universidad Francisco Marroquín,2010-08,4,14.60594769,-90.50534962,2010-08-01 00:00:00
3716,Universidad Francisco Marroquín,2010-09,4,14.60594769,-90.50534962,2010-09-01 00:00:00
3717,Universidad Francisco Marroquín,2010-10,2,14.60594769,-90.50534962,2010-10-01 00:00:00
3718,Universidad Francisco Marroquín,2010-11,23,14.60594769,-90.50534962,2010-11-01 00:00:00
3719,Universidad Francisco Marroquín,2010-12,11,14.60594769,-90.50534962,2010-12-01 00:00:00
3720,Universidad Francisco Marroquín,2011-01,10,14.60594769,-90.50534962,2011-01-01 00:00:00
3721,Universidad Francisco Marroquín,2011-02,22,14.60594769,-90.50534962,2011-02-01 00:00:00
3722,Universidad Francisco Marroquín,2011-03,23,14.60594769,-90.50534962,2011-03-01 00:00:00
3723,Universidad Francisco Marroquín,2011-04,2,14.60594769,-90.50534962,2011-04-01 00:00:00
3724,Universidad Francisco Marroquín,2011-05,47,14.60594769,-90.50534962,2011-05-01 00:00:00
3725,Universidad Francisco Marroquín,2011-06,133,14.60594769,-90.50534962,2011-06-01 00:00:00
3726,Universidad Francisco Marroquín,2011-07,109,14.60594769,-90.50534962,2011-07-01 00:00:00
3727,Universidad Francisco Marroquín,2011-08,11,14.60594769,-90.50534962,2011-08-01 00:00:00
3728,Universidad Francisco Marroquín,2011-09,13,14.60594769,-90.50534962,2011-09-01 00:00:00
3729,Universidad Francisco Marroquín,2011-10,6,14.60594769,-90.50534962,2011-10-01 00:00:00
3730,Universidad Francisco Marroquín,2012-04,4,14.60594769,-90.50534962,2012-04-01 00:00:00
3731,Universidad Francisco Marroquín,2012-05,33,14.60594769,-90.50534962,2012-05-01 00:00:00
3732,Universidad Francisco Marroquín,2012-06,36,14.60594769,-90.50534962,2012-06-01 00:00:00
3733,Universidad Francisco Marroquín,2012-08,2,14.60594769,-90.50534962,2012-08-01 00:00:00
3734,Universidad Francisco Marroquín,2012-10,26,14.60594769,-90.50534962,2012-10-01 00:00:00
3735,Universidad Francisco Marroquín,2012-11,22,14.60594769,-90.50534962,2012-11-01 00:00:00
3736,Universidad Francisco Marroquín,2013-01,2,14.60594769,-90.50534962,2013-01-01 00:00:00
3737,Universidad Francisco Marroquín,2013-02,5,14.60594769,-90.50534962,2013-02-01 00:00:00
3738,Universidad Francisco Marroquín,2013-03,8,14.60594769,-90.50534962,2013-03-01 00:00:00
3739,Universidad Francisco Marroquín,2013-04,1,14.60594769,-90.50534962,2013-04-01 00:00:00
3740,Universidad Francisco Marroquín,2013-05,5,14.60594769,-90.50534962,2013-05-01 00:00:00
3741,Universidad Francisco Marroquín,2013-06,11,14.60594769,-90.50534962,2013-06-01 00:00:00
3742,Universidad Francisco Marroquín,2013-07,37,14.60594769,-90.50534962,2013-07-01 00:00:00
3743,Universidad Francisco Marroquín,2013-08,39,14.60594769,-90.50534962,2013-08-01 00:00:00
3744,Universidad Francisco Marroquín,2013-09,70,14.60594769,-90.50534962,2013-09-01 00:00:00
3745,Universidad Francisco Marroquín,2013-10,103,14.60594769,-90.50534962,2013-10-01 00:00:00
3746,Universidad Francisco Marroquín,2013-11,55,14.60594769,-90.50534962,2013-11-01 00:00:00
3747,Universidad Francisco Marroquín,2013-12,167,14.60594769,-90.50534962,2013-12-01 00:00:00
3748,Universidad Francisco Marroquín,2014-01,30,14.60594769,-90.50534962,2014-01-01 00:00:00
3749,Universidad Francisco Marroquín,2014-02,9,14.60594769,-90.50534962,2014-02-01 00:00:00
3750,Universidad Francisco Marroquín,2014-03,6,14.60594769,-90.50534962,2014-03-01 00:00:00
3751,Universidad Francisco Marroquín,2014-04,16,14.60594769,-90.50534962,2014-04-01 00:00:00
3752,Universidad Francisco Marroquín,2014-05,99,14.60594769,-90.50534962,2014-05-01 00:00:00
3753,Universidad Francisco Marroquín,2014-06,11,14.60594769,-90.50534962,2014-06-01 00:00:00
3754,Universidad Francisco Marroquín,2014-07,10,14.60594769,-90.50534962,2014-07-01 00:00:00
3755,Universidad Francisco Marroquín,2015-02,1,14.60594769,-90.50534962,2015-02-01 00:00:00
3756,Universidad Francisco Marroquín,2015-03,79,14.60594769,-90.50534962,2015-03-01 00:00:00
3757,Universidad Francisco Marroquín,2015-04,242,14.60594769,-90.50534962,2015-04-01 00:00:00
3758,Universidad Francisco Marroquín,2015-05,82,14.60594769,-90.50534962,2015-05-01 00:00:00
3759,Universidad Francisco Marroquín,2015-06,17,14.60594769,-90.50534962,2015-06-01 00:00:00
3760,Universidad Francisco Marroquín,2015-07,14,14.60594769,-90.50534962,2015-07-01 00:00:00
3761,Universidad Francisco Marroquín,2015-08,1,14.60594769,-90.50534962,2015-08-01 00:00:00
3762,Universidad Francisco Marroquín,2015-09,6,14.60594769,-90.50534962,2015-09-01 00:00:00
3763,Universidad Francisco Marroquín,2015-10,14,14.60594769,-90.50534962,2015-10-01 00:00:00
3764,Universidad Francisco Marroquín,2015-11,5,14.60594769,-90.50534962,2015-11-01 00:00:00
3765,Universidad Francisco Marroquín,2015-12,5,14.60594769,-90.50534962,2015-12-01 00:00:00
3766,Universidad Francisco Marroquín,2016-01,3,14.60594769,-90.50534962,2016-01-01 00:00:00
3767,Universidad Francisco Marroquín,2016-02,8,14.60594769,-90.50534962,2016-02-01 00:00:00
3768,Universidad Francisco Marroquín,2016-03,15,14.60594769,-90.50534962,2016-03-01 00:00:00
3769,Universidad Francisco Marroquín,2016-04,7,14.60594769,-90.50534962,2016-04-01 00:00:00
3770,Universidad Francisco Marroquín,2016-05,17,14.60594769,-90.50534962,2016-05-01 00:00:00
3771,Universidad Francisco Marroquín,2016-06,17,14.60594769,-90.50534962,2016-06-01 00:00:00
3772,Universidad Francisco Marroquín,2016-07,16,14.60594769,-90.50534962,2016-07-01 00:00:00
3773,Universidad Francisco Marroquín,2016-08,17,14.60594769,-90.50534962,2016-08-01 00:00:00
3774,Universidad Francisco Marroquín,2016-09,19,14.60594769,-90.50534962,2016-09-01 00:00:00
3775,Universidad Francisco Marroquín,2016-10,45,14.60594769,-90.50534962,2016-10-01 00:00:00
3776,Universidad Francisco Marroquín,2016-11,49,14.60594769,-90.50534962,2016-11-01 00:00:00
3777,Universidad Francisco Marroquín,2016-12,13,14.60594769,-90.50534962,2016-12-01 00:00:00
3778,Universidad Francisco Marroquín,2017-01,14,14.60594769,-90.50534962,2017-01-01 00:00:00
3779,Universidad Francisco Marroquín,2017-02,18,14.60594769,-90.50534962,2017-02-01 00:00:00
3780,Universidad Francisco Marroquín,2017-03,14,14.60594769,-90.50534962,2017-03-01 00:00:00
3781,Universidad Francisco Marroquín,2017-04,1,14.60594769,-90.50534962,2017-04-01 00:00:00
3782,Universidad Francisco Marroquín,2017-05,3,14.60594769,-90.50534962,2017-05-01 00:00:00
3783,Universidad Francisco Marroquín,2017-06,25,14.60594769,-90.50534962,2017-06-01 00:00:00
3784,Universidad Francisco Marroquín,2017-07,19,14.60594769,-90.50534962,2017-07-01 00:00:00
3785,Universidad Francisco Marroquín,2017-08,20,14.60594769,-90.50534962,2017-08-01 00:00:00
3786,Universidad Francisco Marroquín,2017-09,10,14.60594769,-90.50534962,2017-09-01 00:00:00
3787,Universidad Francisco Marroquín,2017-10,17,14.60594769,-90.50534962,2017-10-01 00:00:00
3788,Universidad Francisco Marroquín,2017-11,3,14.60594769,-90.50534962,2017-11-01 00:00:00
3789,Universidad Francisco Marroquín,2017-12,8,14.60594769,-90.50534962,2017-12-01 00:00:00
3790,Universidad Francisco Marroquín,2018-01,12,14.60594769,-90.50534962,2018-01-01 00:00:00
3791,Universidad Francisco Marroquín,2018-02,13,14.60594769,-90.50534962,2018-02-01 00:00:00
3792,Universidad Francisco Marroquín,2018-03,47,14.60594769,-90.50534962,2018-03-01 00:00:00
3793,Universidad Francisco Marroquín,2018-04,61,14.60594769,-90.50534962,2018-04-01 00:00:00
3794,Universidad Francisco Marroquín,2018-05,61,14.60594769,-90.50534962,2018-05-01 00:00:00
3795,Universidad Francisco Marroquín,2018-06,81,14.60594769,-90.50534962,2018-06-01 00:00:00
3796,Universidad Francisco Marroquín,2018-07,42,14.60594769,-90.50534962,2018-07-01 00:00:00
3797,Universidad Francisco Marroquín,2018-08,55,14.60594769,-90.50534962,2018-08-01 00:00:00
3798,Universidad Francisco Marroquín,2018-09,17,14.60594769,-90.50534962,2018-09-01 00:00:00
3799,Universidad Francisco Marroquín,2018-10,18,14.60594769,-90.50534962,2018-10-01 00:00:00
3800,Universidad Francisco Marroquín,2018-11,22,14.60594769,-90.50534962,2018-11-01 00:00:00
3801,Universidad Francisco Marroquín,2018-12,6,14.60594769,-90.50534962,2018-12-01 00:00:00
3802,Universidad Francisco Marroquín,2019-01,29,14.60594769,-90.50534962,2019-01-01 00:00:00
3803,Universidad Francisco Marroquín,2019-02,10,14.60594769,-90.50534962,2019-02-01 00:00:00
3804,Universidad Francisco Marroquín,2019-03,9,14.60594769,-90.50534962,2019-03-01 00:00:00
3805,Universidad Francisco Marroquín,2019-10,1,14.60594769,-90.50534962,2019-10-01 00:00:00
3806,Universidad Francisco Marroquín,2019-11,2,14.60594769,-90.50534962,2019-11-01 00:00:00
3807,Universidad Francisco Marroquín,2020-01,6,14.60594769,-90.50534962,2020-01-01 00:00:00
3808,Universidad Francisco Marroquín,2020-02,8,14.60594769,-90.50534962,2020-02-01 00:00:00
3809,Universidad Francisco Marroquín,2020-03,5,14.60594769,-90.50534962,2020-03-01 00:00:00
3810,Universidad Francisco Marroquín,2020-07,30,14.60594769,-90.50534962,2020-07-01 00:00:00
3811,Universidad Francisco Marroquín,2020-08,19,14.60594769,-90.50534962,2020-08-01 00:00:00
3812,Universidad Francisco Marroquín,2020-09,12,14.60594769,-90.50534962,2020-09-01 00:00:00
3813,Universidad Francisco Marroquín,2020-10,19,14.60594769,-90.50534962,2020-10-01 00:00:00
3814,Universidad Francisco Marroquín,2020-11,20,14.60594769,-90.50534962,2020-11-01 00:00:00
3815,Universidad Francisco Marroquín,2020-12,7,14.60594769,-90.50534962,2020-12-01 00:00:00
3816,Universidad Francisco Marroquín,2021-01,7,14.60594769,-90.50534962,2021-01-01 00:00:00
3817,Universidad Francisco Marroquín,2021-03,3,14.60594769,-90.50534962,2021-03-01 00:00:00
3818,Universidad Francisco Marroquín,2021-04,23,14.60594769,-90.50534962,2021-04-01 00:00:00
3819,Universidad Francisco Marroquín,2021-05,30,14.60594769,-90.50534962,2021-05-01 00:00:00
3820,Universidad Francisco Marroquín,2021-06,6,14.60594769,-90.50534962,2021-06-01 00:00:00
3821,Universidad Francisco Marroquín,2021-07,69,14.60594769,-90.50534962,2021-07-01 00:00:00
3822,Universidad Francisco Marroquín,2021-08,15,14.60594769,-90.50534962,2021-08-01 00:00:00
3823,Universidad Francisco Marroquín,2021-09,49,14.60594769,-90.50534962,2021-09-01 00:00:00
3824,Universidad Francisco Marroquín,2021-10,46,14.60594769,-90.50534962,2021-10-01 00:00:00
3825,Universidad Francisco Marroquín,2021-11,14,14.60594769,-90.50534962,2021-11-01 00:00:00
3826,Universidad Francisco Marroquín,2021-12,1,14.60594769,-90.50534962,2021-12-01 00:00:00
3827,Universidad Francisco Marroquín,2022-01,38,14.60594769,-90.50534962,2022-01-01 00:00:00
3828,Universidad Francisco Marroquín,2022-02,4,14.60594769,-90.50534962,2022-02-01 00:00:00
3829,Universidad Francisco Marroquín,2022-03,26,14.60594769,-90.50534962,2022-03-01 00:00:00
3830,Universidad Francisco Marroquín,2022-04,40,14.60594769,-90.50534962,2022-04-01 00:00:00
3831,Universidad Francisco Marroquín,2022-05,75,14.60594769,-90.50534962,2022-05-01 00:00:00
3832,Universidad Francisco Marroquín,2022-06,73,14.60594769,-90.50534962,2022-06-01 00:00:00
3833,Universidad Francisco Marroquín,2022-07,34,14.60594769,-90.50534962,2022-07-01 00:00:00
3834,Universidad Francisco Marroquín,2022-08,65,14.60594769,-90.50534962,2022-08-01 00:00:00
3835,Universidad Francisco Marroquín,2022-09,63,14.60594769,-90.50534962,2022-09-01 00:00:00
3836,Universidad Francisco Marroquín,2022-10,67,14.60594769,-90.50534962,2022-10-01 00:00:00
3837,Universidad Francisco Marroquín,2022-11,29,14.60594769,-90.50534962,2022-11-01 00:00:00
3838,Universidad Francisco Marroquín,2022-12,27,14.60594769,-90.50534962,2022-12-01 00:00:00
3839,Universidad Francisco Marroquín,2023-01,43,14.60594769,-90.50534962,2023-01-01 00:00:00
3840,Universidad Francisco Marroquín,2023-02,50,14.60594769,-90.50534962,2023-02-01 00:00:00
3841,Universidad Francisco Marroquín,2023-03,19,14.60594769,-90.50534962,2023-03-01 00:00:00
3842,Universidad Francisco Marroquín,2023-04,50,14.60594769,-90.50534962,2023-04-01 00:00:00
3843,Universidad Francisco Marroquín,2023-05,60,14.60594769,-90.50534962,2023-05-01 00:00:00
3844,University of Alberta,2008-06,5,53.52319337,-113.5271984,2008-06-01 00:00:00
3845,University of Alberta,2008-07,13,53.52319337,-113.5271984,2008-07-01 00:00:00
3846,University of Alberta,2008-08,475,53.52319337,-113.5271984,2008-08-01 00:00:00
3847,University of Alberta,2008-09,123,53.52319337,-113.5271984,2008-09-01 00:00:00
3848,University of Alberta,2008-10,67,53.52319337,-113.5271984,2008-10-01 00:00:00
3849,University of Alberta,2008-11,250,53.52319337,-113.5271984,2008-11-01 00:00:00
3850,University of Alberta,2008-12,532,53.52319337,-113.5271984,2008-12-01 00:00:00
3851,University of Alberta,2009-01,637,53.52319337,-113.5271984,2009-01-01 00:00:00
3852,University of Alberta,2009-02,1154,53.52319337,-113.5271984,2009-02-01 00:00:00
3853,University of Alberta,2009-03,2236,53.52319337,-113.5271984,2009-03-01 00:00:00
3854,University of Alberta,2009-04,1109,53.52319337,-113.5271984,2009-04-01 00:00:00
3855,University of Alberta,2009-05,1829,53.52319337,-113.5271984,2009-05-01 00:00:00
3856,University of Alberta,2009-06,1696,53.52319337,-113.5271984,2009-06-01 00:00:00
3857,University of Alberta,2009-07,1720,53.52319337,-113.5271984,2009-07-01 00:00:00
3858,University of Alberta,2009-08,1147,53.52319337,-113.5271984,2009-08-01 00:00:00
3859,University of Alberta,2009-09,2002,53.52319337,-113.5271984,2009-09-01 00:00:00
3860,University of Alberta,2009-10,1891,53.52319337,-113.5271984,2009-10-01 00:00:00
3861,University of Alberta,2009-11,2968,53.52319337,-113.5271984,2009-11-01 00:00:00
3862,University of Alberta,2009-12,1463,53.52319337,-113.5271984,2009-12-01 00:00:00
3863,University of Alberta,2010-01,1437,53.52319337,-113.5271984,2010-01-01 00:00:00
3864,University of Alberta,2010-02,1102,53.52319337,-113.5271984,2010-02-01 00:00:00
3865,University of Alberta,2010-03,232,53.52319337,-113.5271984,2010-03-01 00:00:00
3866,University of Alberta,2010-04,112,53.52319337,-113.5271984,2010-04-01 00:00:00
3867,University of Alberta,2010-05,1164,53.52319337,-113.5271984,2010-05-01 00:00:00
3868,University of Alberta,2010-06,1534,53.52319337,-113.5271984,2010-06-01 00:00:00
3869,University of Alberta,2010-07,1198,53.52319337,-113.5271984,2010-07-01 00:00:00
3870,University of Alberta,2010-08,1064,53.52319337,-113.5271984,2010-08-01 00:00:00
3871,University of Alberta,2010-09,1127,53.52319337,-113.5271984,2010-09-01 00:00:00
3872,University of Alberta,2010-10,994,53.52319337,-113.5271984,2010-10-01 00:00:00
3873,University of Alberta,2010-11,1530,53.52319337,-113.5271984,2010-11-01 00:00:00
3874,University of Alberta,2010-12,1018,53.52319337,-113.5271984,2010-12-01 00:00:00
3875,University of Alberta,2011-01,1163,53.52319337,-113.5271984,2011-01-01 00:00:00
3876,University of Alberta,2011-02,1446,53.52319337,-113.5271984,2011-02-01 00:00:00
3877,University of Alberta,2011-03,1523,53.52319337,-113.5271984,2011-03-01 00:00:00
3878,University of Alberta,2011-04,1182,53.52319337,-113.5271984,2011-04-01 00:00:00
3879,University of Alberta,2011-05,945,53.52319337,-113.5271984,2011-05-01 00:00:00
3880,University of Alberta,2011-06,95,53.52319337,-113.5271984,2011-06-01 00:00:00
3881,University of Alberta,2011-07,1224,53.52319337,-113.5271984,2011-07-01 00:00:00
3882,University of Alberta,2011-08,632,53.52319337,-113.5271984,2011-08-01 00:00:00
3883,University of Alberta,2011-09,1191,53.52319337,-113.5271984,2011-09-01 00:00:00
3884,University of Alberta,2011-10,855,53.52319337,-113.5271984,2011-10-01 00:00:00
3885,University of Alberta,2011-11,1214,53.52319337,-113.5271984,2011-11-01 00:00:00
3886,University of Alberta,2011-12,902,53.52319337,-113.5271984,2011-12-01 00:00:00
3887,University of Alberta,2012-01,516,53.52319337,-113.5271984,2012-01-01 00:00:00
3888,University of Alberta,2012-02,1136,53.52319337,-113.5271984,2012-02-01 00:00:00
3889,University of Alberta,2012-03,2302,53.52319337,-113.5271984,2012-03-01 00:00:00
3890,University of Alberta,2012-04,1835,53.52319337,-113.5271984,2012-04-01 00:00:00
3891,University of Alberta,2012-05,1539,53.52319337,-113.5271984,2012-05-01 00:00:00
3892,University of Alberta,2012-06,2457,53.52319337,-113.5271984,2012-06-01 00:00:00
3893,University of Alberta,2012-07,1967,53.52319337,-113.5271984,2012-07-01 00:00:00
3894,University of Alberta,2012-08,1771,53.52319337,-113.5271984,2012-08-01 00:00:00
3895,University of Alberta,2012-09,1288,53.52319337,-113.5271984,2012-09-01 00:00:00
3896,University of Alberta,2012-10,1546,53.52319337,-113.5271984,2012-10-01 00:00:00
3897,University of Alberta,2012-11,1855,53.52319337,-113.5271984,2012-11-01 00:00:00
3898,University of Alberta,2012-12,1395,53.52319337,-113.5271984,2012-12-01 00:00:00
3899,University of Alberta,2013-01,2070,53.52319337,-113.5271984,2013-01-01 00:00:00
3900,University of Alberta,2013-02,1746,53.52319337,-113.5271984,2013-02-01 00:00:00
3901,University of Alberta,2013-03,797,53.52319337,-113.5271984,2013-03-01 00:00:00
3902,University of Alberta,2013-04,935,53.52319337,-113.5271984,2013-04-01 00:00:00
3903,University of Alberta,2013-05,1570,53.52319337,-113.5271984,2013-05-01 00:00:00
3904,University of Alberta,2013-06,253,53.52319337,-113.5271984,2013-06-01 00:00:00
3905,University of Alberta,2013-07,905,53.52319337,-113.5271984,2013-07-01 00:00:00
3906,University of Alberta,2013-08,1107,53.52319337,-113.5271984,2013-08-01 00:00:00
3907,University of Alberta,2013-09,1754,53.52319337,-113.5271984,2013-09-01 00:00:00
3908,University of Alberta,2013-11,15,53.52319337,-113.5271984,2013-11-01 00:00:00
3909,University of Alberta,2013-12,209,53.52319337,-113.5271984,2013-12-01 00:00:00
3910,University of Alberta,2014-01,104,53.52319337,-113.5271984,2014-01-01 00:00:00
3911,University of Alberta,2014-02,62,53.52319337,-113.5271984,2014-02-01 00:00:00
3912,University of Alberta,2014-03,194,53.52319337,-113.5271984,2014-03-01 00:00:00
3913,University of Alberta,2014-04,183,53.52319337,-113.5271984,2014-04-01 00:00:00
3914,University of Alberta,2014-05,104,53.52319337,-113.5271984,2014-05-01 00:00:00
3915,University of Alberta,2014-06,74,53.52319337,-113.5271984,2014-06-01 00:00:00
3916,University of Alberta,2014-07,286,53.52319337,-113.5271984,2014-07-01 00:00:00
3917,University of Alberta,2014-08,287,53.52319337,-113.5271984,2014-08-01 00:00:00
3918,University of Alberta,2014-09,91,53.52319337,-113.5271984,2014-09-01 00:00:00
3919,University of Alberta,2014-10,123,53.52319337,-113.5271984,2014-10-01 00:00:00
3920,University of Alberta,2014-11,9,53.52319337,-113.5271984,2014-11-01 00:00:00
3921,University of Alberta,2015-02,358,53.52319337,-113.5271984,2015-02-01 00:00:00
3922,University of Alberta,2015-03,482,53.52319337,-113.5271984,2015-03-01 00:00:00
3923,University of Alberta,2015-04,620,53.52319337,-113.5271984,2015-04-01 00:00:00
3924,University of Alberta,2015-05,430,53.52319337,-113.5271984,2015-05-01 00:00:00
3925,University of Alberta,2015-06,649,53.52319337,-113.5271984,2015-06-01 00:00:00
3926,University of Alberta,2015-07,190,53.52319337,-113.5271984,2015-07-01 00:00:00
3927,University of Alberta,2015-08,513,53.52319337,-113.5271984,2015-08-01 00:00:00
3928,University of Alberta,2015-09,107,53.52319337,-113.5271984,2015-09-01 00:00:00
3929,University of Alberta,2015-10,64,53.52319337,-113.5271984,2015-10-01 00:00:00
3930,University of Alberta,2015-11,299,53.52319337,-113.5271984,2015-11-01 00:00:00
3931,University of Alberta,2015-12,732,53.52319337,-113.5271984,2015-12-01 00:00:00
3932,University of Alberta,2016-01,790,53.52319337,-113.5271984,2016-01-01 00:00:00
3933,University of Alberta,2016-02,863,53.52319337,-113.5271984,2016-02-01 00:00:00
3934,University of Alberta,2016-03,808,53.52319337,-113.5271984,2016-03-01 00:00:00
3935,University of Alberta,2016-04,901,53.52319337,-113.5271984,2016-04-01 00:00:00
3936,University of Alberta,2016-05,692,53.52319337,-113.5271984,2016-05-01 00:00:00
3937,University of Alberta,2016-06,563,53.52319337,-113.5271984,2016-06-01 00:00:00
3938,University of Alberta,2016-07,226,53.52319337,-113.5271984,2016-07-01 00:00:00
3939,University of Alberta,2016-08,272,53.52319337,-113.5271984,2016-08-01 00:00:00
3940,University of Alberta,2016-09,361,53.52319337,-113.5271984,2016-09-01 00:00:00
3941,University of Alberta,2016-10,521,53.52319337,-113.5271984,2016-10-01 00:00:00
3942,University of Alberta,2016-11,500,53.52319337,-113.5271984,2016-11-01 00:00:00
3943,University of Alberta,2016-12,303,53.52319337,-113.5271984,2016-12-01 00:00:00
3944,University of Alberta,2017-01,793,53.52319337,-113.5271984,2017-01-01 00:00:00
3945,University of Alberta,2017-02,388,53.52319337,-113.5271984,2017-02-01 00:00:00
3946,University of Alberta,2017-03,421,53.52319337,-113.5271984,2017-03-01 00:00:00
3947,University of Alberta,2017-04,253,53.52319337,-113.5271984,2017-04-01 00:00:00
3948,University of Alberta,2017-05,436,53.52319337,-113.5271984,2017-05-01 00:00:00
3949,University of Alberta,2017-06,755,53.52319337,-113.5271984,2017-06-01 00:00:00
3950,University of Alberta,2017-07,976,53.52319337,-113.5271984,2017-07-01 00:00:00
3951,University of Alberta,2017-08,805,53.52319337,-113.5271984,2017-08-01 00:00:00
3952,University of Alberta,2017-09,265,53.52319337,-113.5271984,2017-09-01 00:00:00
3953,University of Alberta,2017-10,266,53.52319337,-113.5271984,2017-10-01 00:00:00
3954,University of Alberta,2017-11,263,53.52319337,-113.5271984,2017-11-01 00:00:00
3955,University of Alberta,2017-12,181,53.52319337,-113.5271984,2017-12-01 00:00:00
3956,University of Alberta,2018-01,263,53.52319337,-113.5271984,2018-01-01 00:00:00
3957,University of Alberta,2018-02,210,53.52319337,-113.5271984,2018-02-01 00:00:00
3958,University of Alberta,2018-03,186,53.52319337,-113.5271984,2018-03-01 00:00:00
3959,University of Alberta,2018-04,636,53.52319337,-113.5271984,2018-04-01 00:00:00
3960,University of Alberta,2018-05,230,53.52319337,-113.5271984,2018-05-01 00:00:00
3961,University of Alberta,2018-06,20,53.52319337,-113.5271984,2018-06-01 00:00:00
3962,University of Alberta,2018-07,369,53.52319337,-113.5271984,2018-07-01 00:00:00
3963,University of Alberta,2018-08,315,53.52319337,-113.5271984,2018-08-01 00:00:00
3964,University of Alberta,2018-09,256,53.52319337,-113.5271984,2018-09-01 00:00:00
3965,University of Alberta,2018-10,272,53.52319337,-113.5271984,2018-10-01 00:00:00
3966,University of Alberta,2018-11,240,53.52319337,-113.5271984,2018-11-01 00:00:00
3967,University of Alberta,2018-12,192,53.52319337,-113.5271984,2018-12-01 00:00:00
3968,University of Alberta,2019-01,456,53.52319337,-113.5271984,2019-01-01 00:00:00
3969,University of Alberta,2019-02,218,53.52319337,-113.5271984,2019-02-01 00:00:00
3970,University of Alberta,2019-03,312,53.52319337,-113.5271984,2019-03-01 00:00:00
3971,University of Alberta,2019-04,248,53.52319337,-113.5271984,2019-04-01 00:00:00
3972,University of Alberta,2019-05,535,53.52319337,-113.5271984,2019-05-01 00:00:00
3973,University of Alberta,2019-06,505,53.52319337,-113.5271984,2019-06-01 00:00:00
3974,University of Alberta,2019-07,587,53.52319337,-113.5271984,2019-07-01 00:00:00
3975,University of Alberta,2019-08,406,53.52319337,-113.5271984,2019-08-01 00:00:00
3976,University of Alberta,2019-09,775,53.52319337,-113.5271984,2019-09-01 00:00:00
3977,University of Alberta,2019-10,870,53.52319337,-113.5271984,2019-10-01 00:00:00
3978,University of Alberta,2019-11,1168,53.52319337,-113.5271984,2019-11-01 00:00:00
3979,University of Alberta,2019-12,813,53.52319337,-113.5271984,2019-12-01 00:00:00
3980,University of Alberta,2020-01,1058,53.52319337,-113.5271984,2020-01-01 00:00:00
3981,University of Alberta,2020-02,883,53.52319337,-113.5271984,2020-02-01 00:00:00
3982,University of Alberta,2020-03,578,53.52319337,-113.5271984,2020-03-01 00:00:00
3983,University of Alberta,2020-10,61,53.52319337,-113.5271984,2020-10-01 00:00:00
3984,University of Alberta,2020-11,249,53.52319337,-113.5271984,2020-11-01 00:00:00
3985,University of Alberta,2020-12,129,53.52319337,-113.5271984,2020-12-01 00:00:00
3986,University of Alberta,2021-01,35,53.52319337,-113.5271984,2021-01-01 00:00:00
3987,University of Alberta,2021-02,127,53.52319337,-113.5271984,2021-02-01 00:00:00
3988,University of Alberta,2021-03,160,53.52319337,-113.5271984,2021-03-01 00:00:00
3989,University of Alberta,2021-04,243,53.52319337,-113.5271984,2021-04-01 00:00:00
3990,University of Alberta,2021-05,39,53.52319337,-113.5271984,2021-05-01 00:00:00
3991,University of Alberta,2021-06,218,53.52319337,-113.5271984,2021-06-01 00:00:00
3992,University of Alberta,2021-07,19,53.52319337,-113.5271984,2021-07-01 00:00:00
3993,University of Alberta,2021-08,220,53.52319337,-113.5271984,2021-08-01 00:00:00
3994,University of Alberta,2021-09,226,53.52319337,-113.5271984,2021-09-01 00:00:00
3995,University of Alberta,2021-10,294,53.52319337,-113.5271984,2021-10-01 00:00:00
3996,University of Alberta,2021-11,270,53.52319337,-113.5271984,2021-11-01 00:00:00
3997,University of Alberta,2021-12,78,53.52319337,-113.5271984,2021-12-01 00:00:00
3998,University of Alberta,2022-01,293,53.52319337,-113.5271984,2022-01-01 00:00:00
3999,University of Alberta,2022-02,383,53.52319337,-113.5271984,2022-02-01 00:00:00
4000,University of Alberta,2022-03,123,53.52319337,-113.5271984,2022-03-01 00:00:00
4001,University of Alberta,2022-04,729,53.52319337,-113.5271984,2022-04-01 00:00:00
4002,University of Alberta,2022-05,475,53.52319337,-113.5271984,2022-05-01 00:00:00
4003,University of Alberta,2022-06,251,53.52319337,-113.5271984,2022-06-01 00:00:00
4004,University of Alberta,2022-07,916,53.52319337,-113.5271984,2022-07-01 00:00:00
4005,University of Alberta,2022-08,626,53.52319337,-113.5271984,2022-08-01 00:00:00
4006,University of Alberta,2022-09,341,53.52319337,-113.5271984,2022-09-01 00:00:00
4007,University of Alberta,2022-10,702,53.52319337,-113.5271984,2022-10-01 00:00:00
