,name,month_year,scans_per_month,lat,lon,date
0,Allen County Public Library Geneaology Center,2002-01,4,41.07773159,-85.14224798,2002-01-01 00:00:00
1,Allen County Public Library Geneaology Center,2008-05,78,41.07773159,-85.14224798,2008-05-01 00:00:00
2,Allen County Public Library Geneaology Center,2008-06,583,41.07773159,-85.14224798,2008-06-01 00:00:00
3,Allen County Public Library Geneaology Center,2008-07,664,41.07773159,-85.14224798,2008-07-01 00:00:00
4,Allen County Public Library Geneaology Center,2008-08,641,41.07773159,-85.14224798,2008-08-01 00:00:00
5,Allen County Public Library Geneaology Center,2008-09,720,41.07773159,-85.14224798,2008-09-01 00:00:00
6,Allen County Public Library Geneaology Center,2008-10,563,41.07773159,-85.14224798,2008-10-01 00:00:00
7,Allen County Public Library Geneaology Center,2008-11,453,41.07773159,-85.14224798,2008-11-01 00:00:00
8,Allen County Public Library Geneaology Center,2008-12,553,41.07773159,-85.14224798,2008-12-01 00:00:00
9,Allen County Public Library Geneaology Center,2009-01,687,41.07773159,-85.14224798,2009-01-01 00:00:00
10,Allen County Public Library Geneaology Center,2009-02,632,41.07773159,-85.14224798,2009-02-01 00:00:00
11,Allen County Public Library Geneaology Center,2009-03,870,41.07773159,-85.14224798,2009-03-01 00:00:00
12,Allen County Public Library Geneaology Center,2009-04,950,41.07773159,-85.14224798,2009-04-01 00:00:00
13,Allen County Public Library Geneaology Center,2009-05,834,41.07773159,-85.14224798,2009-05-01 00:00:00
14,Allen County Public Library Geneaology Center,2009-06,922,41.07773159,-85.14224798,2009-06-01 00:00:00
15,Allen County Public Library Geneaology Center,2009-07,986,41.07773159,-85.14224798,2009-07-01 00:00:00
16,Allen County Public Library Geneaology Center,2009-08,779,41.07773159,-85.14224798,2009-08-01 00:00:00
17,Allen County Public Library Geneaology Center,2009-09,818,41.07773159,-85.14224798,2009-09-01 00:00:00
18,Allen County Public Library Geneaology Center,2009-10,1021,41.07773159,-85.14224798,2009-10-01 00:00:00
19,Allen County Public Library Geneaology Center,2009-11,694,41.07773159,-85.14224798,2009-11-01 00:00:00
20,Allen County Public Library Geneaology Center,2009-12,715,41.07773159,-85.14224798,2009-12-01 00:00:00
21,Allen County Public Library Geneaology Center,2010-01,918,41.07773159,-85.14224798,2010-01-01 00:00:00
22,Allen County Public Library Geneaology Center,2010-02,1032,41.07773159,-85.14224798,2010-02-01 00:00:00
23,Allen County Public Library Geneaology Center,2010-03,1084,41.07773159,-85.14224798,2010-03-01 00:00:00
24,Allen County Public Library Geneaology Center,2010-04,1009,41.07773159,-85.14224798,2010-04-01 00:00:00
25,Allen County Public Library Geneaology Center,2010-05,961,41.07773159,-85.14224798,2010-05-01 00:00:00
26,Allen County Public Library Geneaology Center,2010-06,1296,41.07773159,-85.14224798,2010-06-01 00:00:00
27,Allen County Public Library Geneaology Center,2010-07,911,41.07773159,-85.14224798,2010-07-01 00:00:00
28,Allen County Public Library Geneaology Center,2010-08,1371,41.07773159,-85.14224798,2010-08-01 00:00:00
29,Allen County Public Library Geneaology Center,2010-09,2043,41.07773159,-85.14224798,2010-09-01 00:00:00
30,Allen County Public Library Geneaology Center,2010-10,1856,41.07773159,-85.14224798,2010-10-01 00:00:00
31,Allen County Public Library Geneaology Center,2010-11,2568,41.07773159,-85.14224798,2010-11-01 00:00:00
32,Allen County Public Library Geneaology Center,2010-12,1821,41.07773159,-85.14224798,2010-12-01 00:00:00
33,Allen County Public Library Geneaology Center,2011-01,1833,41.07773159,-85.14224798,2011-01-01 00:00:00
34,Allen County Public Library Geneaology Center,2011-02,1735,41.07773159,-85.14224798,2011-02-01 00:00:00
35,Allen County Public Library Geneaology Center,2011-03,2336,41.07773159,-85.14224798,2011-03-01 00:00:00
36,Allen County Public Library Geneaology Center,2011-04,1881,41.07773159,-85.14224798,2011-04-01 00:00:00
37,Allen County Public Library Geneaology Center,2011-05,2096,41.07773159,-85.14224798,2011-05-01 00:00:00
38,Allen County Public Library Geneaology Center,2011-06,2839,41.07773159,-85.14224798,2011-06-01 00:00:00
39,Allen County Public Library Geneaology Center,2011-07,2152,41.07773159,-85.14224798,2011-07-01 00:00:00
40,Allen County Public Library Geneaology Center,2011-08,2156,41.07773159,-85.14224798,2011-08-01 00:00:00
41,Allen County Public Library Geneaology Center,2011-09,1936,41.07773159,-85.14224798,2011-09-01 00:00:00
42,Allen County Public Library Geneaology Center,2011-10,1655,41.07773159,-85.14224798,2011-10-01 00:00:00
43,Allen County Public Library Geneaology Center,2011-11,1213,41.07773159,-85.14224798,2011-11-01 00:00:00
44,Allen County Public Library Geneaology Center,2011-12,1001,41.07773159,-85.14224798,2011-12-01 00:00:00
45,Allen County Public Library Geneaology Center,2012-01,1425,41.07773159,-85.14224798,2012-01-01 00:00:00
46,Allen County Public Library Geneaology Center,2012-02,1281,41.07773159,-85.14224798,2012-02-01 00:00:00
47,Allen County Public Library Geneaology Center,2012-03,1832,41.07773159,-85.14224798,2012-03-01 00:00:00
48,Allen County Public Library Geneaology Center,2012-04,1656,41.07773159,-85.14224798,2012-04-01 00:00:00
49,Allen County Public Library Geneaology Center,2012-05,1537,41.07773159,-85.14224798,2012-05-01 00:00:00
50,Allen County Public Library Geneaology Center,2012-06,2041,41.07773159,-85.14224798,2012-06-01 00:00:00
51,Allen County Public Library Geneaology Center,2012-07,1602,41.07773159,-85.14224798,2012-07-01 00:00:00
52,Allen County Public Library Geneaology Center,2012-08,1691,41.07773159,-85.14224798,2012-08-01 00:00:00
53,Allen County Public Library Geneaology Center,2012-09,1302,41.07773159,-85.14224798,2012-09-01 00:00:00
54,Allen County Public Library Geneaology Center,2012-10,1925,41.07773159,-85.14224798,2012-10-01 00:00:00
55,Allen County Public Library Geneaology Center,2012-11,1825,41.07773159,-85.14224798,2012-11-01 00:00:00
56,Allen County Public Library Geneaology Center,2012-12,852,41.07773159,-85.14224798,2012-12-01 00:00:00
57,Allen County Public Library Geneaology Center,2013-01,951,41.07773159,-85.14224798,2013-01-01 00:00:00
58,Allen County Public Library Geneaology Center,2013-02,882,41.07773159,-85.14224798,2013-02-01 00:00:00
59,Allen County Public Library Geneaology Center,2013-03,957,41.07773159,-85.14224798,2013-03-01 00:00:00
60,Allen County Public Library Geneaology Center,2013-04,1573,41.07773159,-85.14224798,2013-04-01 00:00:00
61,Allen County Public Library Geneaology Center,2013-05,1532,41.07773159,-85.14224798,2013-05-01 00:00:00
62,Allen County Public Library Geneaology Center,2013-06,1819,41.07773159,-85.14224798,2013-06-01 00:00:00
63,Allen County Public Library Geneaology Center,2013-07,1696,41.07773159,-85.14224798,2013-07-01 00:00:00
64,Allen County Public Library Geneaology Center,2013-08,1206,41.07773159,-85.14224798,2013-08-01 00:00:00
65,Allen County Public Library Geneaology Center,2013-09,758,41.07773159,-85.14224798,2013-09-01 00:00:00
66,Allen County Public Library Geneaology Center,2013-10,737,41.07773159,-85.14224798,2013-10-01 00:00:00
67,Allen County Public Library Geneaology Center,2013-11,537,41.07773159,-85.14224798,2013-11-01 00:00:00
68,Allen County Public Library Geneaology Center,2013-12,538,41.07773159,-85.14224798,2013-12-01 00:00:00
69,Allen County Public Library Geneaology Center,2014-01,644,41.07773159,-85.14224798,2014-01-01 00:00:00
70,Allen County Public Library Geneaology Center,2014-02,727,41.07773159,-85.14224798,2014-02-01 00:00:00
71,Allen County Public Library Geneaology Center,2014-03,704,41.07773159,-85.14224798,2014-03-01 00:00:00
72,Allen County Public Library Geneaology Center,2014-04,803,41.07773159,-85.14224798,2014-04-01 00:00:00
73,Allen County Public Library Geneaology Center,2014-05,740,41.07773159,-85.14224798,2014-05-01 00:00:00
74,Allen County Public Library Geneaology Center,2014-06,1174,41.07773159,-85.14224798,2014-06-01 00:00:00
75,Allen County Public Library Geneaology Center,2014-07,804,41.07773159,-85.14224798,2014-07-01 00:00:00
76,Allen County Public Library Geneaology Center,2014-08,534,41.07773159,-85.14224798,2014-08-01 00:00:00
77,Allen County Public Library Geneaology Center,2014-09,1219,41.07773159,-85.14224798,2014-09-01 00:00:00
78,Allen County Public Library Geneaology Center,2014-10,898,41.07773159,-85.14224798,2014-10-01 00:00:00
79,Allen County Public Library Geneaology Center,2014-11,884,41.07773159,-85.14224798,2014-11-01 00:00:00
80,Allen County Public Library Geneaology Center,2014-12,1168,41.07773159,-85.14224798,2014-12-01 00:00:00
81,Allen County Public Library Geneaology Center,2015-01,865,41.07773159,-85.14224798,2015-01-01 00:00:00
82,Allen County Public Library Geneaology Center,2015-02,747,41.07773159,-85.14224798,2015-02-01 00:00:00
83,Allen County Public Library Geneaology Center,2015-03,1102,41.07773159,-85.14224798,2015-03-01 00:00:00
84,Allen County Public Library Geneaology Center,2015-04,944,41.07773159,-85.14224798,2015-04-01 00:00:00
85,Allen County Public Library Geneaology Center,2015-05,1204,41.07773159,-85.14224798,2015-05-01 00:00:00
86,Allen County Public Library Geneaology Center,2015-06,1778,41.07773159,-85.14224798,2015-06-01 00:00:00
87,Allen County Public Library Geneaology Center,2015-07,494,41.07773159,-85.14224798,2015-07-01 00:00:00
88,Allen County Public Library Geneaology Center,2015-08,816,41.07773159,-85.14224798,2015-08-01 00:00:00
89,Allen County Public Library Geneaology Center,2015-09,1250,41.07773159,-85.14224798,2015-09-01 00:00:00
90,Allen County Public Library Geneaology Center,2015-10,806,41.07773159,-85.14224798,2015-10-01 00:00:00
91,Allen County Public Library Geneaology Center,2015-11,555,41.07773159,-85.14224798,2015-11-01 00:00:00
92,Allen County Public Library Geneaology Center,2015-12,432,41.07773159,-85.14224798,2015-12-01 00:00:00
93,Allen County Public Library Geneaology Center,2016-01,937,41.07773159,-85.14224798,2016-01-01 00:00:00
94,Allen County Public Library Geneaology Center,2016-02,965,41.07773159,-85.14224798,2016-02-01 00:00:00
95,Allen County Public Library Geneaology Center,2016-03,766,41.07773159,-85.14224798,2016-03-01 00:00:00
96,Allen County Public Library Geneaology Center,2016-04,1274,41.07773159,-85.14224798,2016-04-01 00:00:00
97,Allen County Public Library Geneaology Center,2016-05,1917,41.07773159,-85.14224798,2016-05-01 00:00:00
98,Allen County Public Library Geneaology Center,2016-06,1713,41.07773159,-85.14224798,2016-06-01 00:00:00
99,Allen County Public Library Geneaology Center,2016-07,863,41.07773159,-85.14224798,2016-07-01 00:00:00
100,Allen County Public Library Geneaology Center,2016-08,772,41.07773159,-85.14224798,2016-08-01 00:00:00
101,Allen County Public Library Geneaology Center,2016-09,1232,41.07773159,-85.14224798,2016-09-01 00:00:00
102,Allen County Public Library Geneaology Center,2016-10,2911,41.07773159,-85.14224798,2016-10-01 00:00:00
103,Allen County Public Library Geneaology Center,2016-11,3039,41.07773159,-85.14224798,2016-11-01 00:00:00
104,Allen County Public Library Geneaology Center,2016-12,2682,41.07773159,-85.14224798,2016-12-01 00:00:00
105,Allen County Public Library Geneaology Center,2017-01,6346,41.07773159,-85.14224798,2017-01-01 00:00:00
106,Allen County Public Library Geneaology Center,2017-02,6769,41.07773159,-85.14224798,2017-02-01 00:00:00
107,Allen County Public Library Geneaology Center,2017-03,4694,41.07773159,-85.14224798,2017-03-01 00:00:00
108,Allen County Public Library Geneaology Center,2017-04,4285,41.07773159,-85.14224798,2017-04-01 00:00:00
109,Allen County Public Library Geneaology Center,2017-05,1971,41.07773159,-85.14224798,2017-05-01 00:00:00
110,Allen County Public Library Geneaology Center,2017-06,3546,41.07773159,-85.14224798,2017-06-01 00:00:00
111,Allen County Public Library Geneaology Center,2017-07,1452,41.07773159,-85.14224798,2017-07-01 00:00:00
112,Allen County Public Library Geneaology Center,2017-08,1364,41.07773159,-85.14224798,2017-08-01 00:00:00
113,Allen County Public Library Geneaology Center,2017-09,986,41.07773159,-85.14224798,2017-09-01 00:00:00
114,Allen County Public Library Geneaology Center,2017-10,867,41.07773159,-85.14224798,2017-10-01 00:00:00
115,Allen County Public Library Geneaology Center,2017-11,825,41.07773159,-85.14224798,2017-11-01 00:00:00
116,Allen County Public Library Geneaology Center,2017-12,595,41.07773159,-85.14224798,2017-12-01 00:00:00
117,Allen County Public Library Geneaology Center,2018-01,856,41.07773159,-85.14224798,2018-01-01 00:00:00
118,Allen County Public Library Geneaology Center,2018-02,1761,41.07773159,-85.14224798,2018-02-01 00:00:00
119,Allen County Public Library Geneaology Center,2018-03,1254,41.07773159,-85.14224798,2018-03-01 00:00:00
120,Allen County Public Library Geneaology Center,2018-04,1168,41.07773159,-85.14224798,2018-04-01 00:00:00
121,Allen County Public Library Geneaology Center,2018-05,1970,41.07773159,-85.14224798,2018-05-01 00:00:00
122,Allen County Public Library Geneaology Center,2018-06,1151,41.07773159,-85.14224798,2018-06-01 00:00:00
123,Allen County Public Library Geneaology Center,2018-07,1445,41.07773159,-85.14224798,2018-07-01 00:00:00
124,Allen County Public Library Geneaology Center,2018-08,2165,41.07773159,-85.14224798,2018-08-01 00:00:00
125,Allen County Public Library Geneaology Center,2018-09,1124,41.07773159,-85.14224798,2018-09-01 00:00:00
126,Allen County Public Library Geneaology Center,2018-10,1333,41.07773159,-85.14224798,2018-10-01 00:00:00
127,Allen County Public Library Geneaology Center,2018-11,2302,41.07773159,-85.14224798,2018-11-01 00:00:00
128,Allen County Public Library Geneaology Center,2018-12,767,41.07773159,-85.14224798,2018-12-01 00:00:00
129,Allen County Public Library Geneaology Center,2019-01,1338,41.07773159,-85.14224798,2019-01-01 00:00:00
130,Allen County Public Library Geneaology Center,2019-02,1545,41.07773159,-85.14224798,2019-02-01 00:00:00
131,Allen County Public Library Geneaology Center,2019-03,1372,41.07773159,-85.14224798,2019-03-01 00:00:00
132,Allen County Public Library Geneaology Center,2019-04,1065,41.07773159,-85.14224798,2019-04-01 00:00:00
133,Allen County Public Library Geneaology Center,2019-05,694,41.07773159,-85.14224798,2019-05-01 00:00:00
134,Allen County Public Library Geneaology Center,2019-06,990,41.07773159,-85.14224798,2019-06-01 00:00:00
135,Allen County Public Library Geneaology Center,2019-07,1289,41.07773159,-85.14224798,2019-07-01 00:00:00
136,Allen County Public Library Geneaology Center,2019-08,1193,41.07773159,-85.14224798,2019-08-01 00:00:00
137,Allen County Public Library Geneaology Center,2019-09,1007,41.07773159,-85.14224798,2019-09-01 00:00:00
138,Allen County Public Library Geneaology Center,2019-10,436,41.07773159,-85.14224798,2019-10-01 00:00:00
139,Allen County Public Library Geneaology Center,2019-11,253,41.07773159,-85.14224798,2019-11-01 00:00:00
140,Allen County Public Library Geneaology Center,2019-12,436,41.07773159,-85.14224798,2019-12-01 00:00:00
141,Allen County Public Library Geneaology Center,2020-01,194,41.07773159,-85.14224798,2020-01-01 00:00:00
142,Allen County Public Library Geneaology Center,2020-02,132,41.07773159,-85.14224798,2020-02-01 00:00:00
143,Allen County Public Library Geneaology Center,2020-03,292,41.07773159,-85.14224798,2020-03-01 00:00:00
144,Allen County Public Library Geneaology Center,2020-06,406,41.07773159,-85.14224798,2020-06-01 00:00:00
145,Allen County Public Library Geneaology Center,2020-07,591,41.07773159,-85.14224798,2020-07-01 00:00:00
146,Allen County Public Library Geneaology Center,2020-08,161,41.07773159,-85.14224798,2020-08-01 00:00:00
147,Allen County Public Library Geneaology Center,2020-09,387,41.07773159,-85.14224798,2020-09-01 00:00:00
148,Allen County Public Library Geneaology Center,2020-10,798,41.07773159,-85.14224798,2020-10-01 00:00:00
149,Allen County Public Library Geneaology Center,2020-11,659,41.07773159,-85.14224798,2020-11-01 00:00:00
150,Allen County Public Library Geneaology Center,2020-12,435,41.07773159,-85.14224798,2020-12-01 00:00:00
151,Allen County Public Library Geneaology Center,2021-01,692,41.07773159,-85.14224798,2021-01-01 00:00:00
152,Allen County Public Library Geneaology Center,2021-02,421,41.07773159,-85.14224798,2021-02-01 00:00:00
153,Allen County Public Library Geneaology Center,2021-03,787,41.07773159,-85.14224798,2021-03-01 00:00:00
154,Allen County Public Library Geneaology Center,2021-04,1016,41.07773159,-85.14224798,2021-04-01 00:00:00
155,Allen County Public Library Geneaology Center,2021-05,496,41.07773159,-85.14224798,2021-05-01 00:00:00
156,Allen County Public Library Geneaology Center,2021-06,677,41.07773159,-85.14224798,2021-06-01 00:00:00
157,Allen County Public Library Geneaology Center,2021-07,505,41.07773159,-85.14224798,2021-07-01 00:00:00
158,Allen County Public Library Geneaology Center,2021-08,219,41.07773159,-85.14224798,2021-08-01 00:00:00
159,Allen County Public Library Geneaology Center,2021-09,465,41.07773159,-85.14224798,2021-09-01 00:00:00
160,Allen County Public Library Geneaology Center,2021-10,479,41.07773159,-85.14224798,2021-10-01 00:00:00
161,Allen County Public Library Geneaology Center,2021-11,570,41.07773159,-85.14224798,2021-11-01 00:00:00
162,Allen County Public Library Geneaology Center,2021-12,694,41.07773159,-85.14224798,2021-12-01 00:00:00
163,Allen County Public Library Geneaology Center,2022-01,408,41.07773159,-85.14224798,2022-01-01 00:00:00
164,Allen County Public Library Geneaology Center,2022-02,293,41.07773159,-85.14224798,2022-02-01 00:00:00
165,Allen County Public Library Geneaology Center,2022-03,596,41.07773159,-85.14224798,2022-03-01 00:00:00
166,Allen County Public Library Geneaology Center,2022-04,421,41.07773159,-85.14224798,2022-04-01 00:00:00
167,Allen County Public Library Geneaology Center,2022-05,463,41.07773159,-85.14224798,2022-05-01 00:00:00
168,Allen County Public Library Geneaology Center,2022-06,550,41.07773159,-85.14224798,2022-06-01 00:00:00
169,Allen County Public Library Geneaology Center,2022-07,587,41.07773159,-85.14224798,2022-07-01 00:00:00
170,Allen County Public Library Geneaology Center,2022-08,533,41.07773159,-85.14224798,2022-08-01 00:00:00
171,Allen County Public Library Geneaology Center,2022-09,365,41.07773159,-85.14224798,2022-09-01 00:00:00
172,Allen County Public Library Geneaology Center,2022-10,511,41.07773159,-85.14224798,2022-10-01 00:00:00
173,Allen County Public Library Geneaology Center,2022-11,564,41.07773159,-85.14224798,2022-11-01 00:00:00
174,Allen County Public Library Geneaology Center,2022-12,565,41.07773159,-85.14224798,2022-12-01 00:00:00
175,Allen County Public Library Geneaology Center,2023-01,612,41.07773159,-85.14224798,2023-01-01 00:00:00
176,Allen County Public Library Geneaology Center,2023-02,447,41.07773159,-85.14224798,2023-02-01 00:00:00
177,Allen County Public Library Geneaology Center,2023-03,1269,41.07773159,-85.14224798,2023-03-01 00:00:00
178,Allen County Public Library Geneaology Center,2023-04,1178,41.07773159,-85.14224798,2023-04-01 00:00:00
179,Allen County Public Library Geneaology Center,2023-05,1406,41.07773159,-85.14224798,2023-05-01 00:00:00
180,Allen County Public Library Geneaology Center,2023-06,64,41.07773159,-85.14224798,2023-06-01 00:00:00
181,American Museum of Natural History,2016-07,1,40.78192527,-73.97246471,2016-07-01 00:00:00
182,American Museum of Natural History,2016-09,3,40.78192527,-73.97246471,2016-09-01 00:00:00
183,American Museum of Natural History,2016-10,2,40.78192527,-73.97246471,2016-10-01 00:00:00
184,American Museum of Natural History,2016-11,2,40.78192527,-73.97246471,2016-11-01 00:00:00
185,American Museum of Natural History,2016-12,6,40.78192527,-73.97246471,2016-12-01 00:00:00
186,American Museum of Natural History,2017-01,6,40.78192527,-73.97246471,2017-01-01 00:00:00
187,American Museum of Natural History,2017-02,3,40.78192527,-73.97246471,2017-02-01 00:00:00
188,American Museum of Natural History,2017-03,1,40.78192527,-73.97246471,2017-03-01 00:00:00
189,American Museum of Natural History,2017-04,2,40.78192527,-73.97246471,2017-04-01 00:00:00
190,American Museum of Natural History,2017-05,1,40.78192527,-73.97246471,2017-05-01 00:00:00
191,American Museum of Natural History,2017-07,1,40.78192527,-73.97246471,2017-07-01 00:00:00
192,American Museum of Natural History,2017-09,1,40.78192527,-73.97246471,2017-09-01 00:00:00
193,American Numismatic Society,2015-12,92,40.72401342,-74.0064435,2015-12-01 00:00:00
194,American Numismatic Society,2016-01,250,40.72401342,-74.0064435,2016-01-01 00:00:00
195,American Numismatic Society,2016-02,240,40.72401342,-74.0064435,2016-02-01 00:00:00
196,American Numismatic Society,2016-03,290,40.72401342,-74.0064435,2016-03-01 00:00:00
197,American Numismatic Society,2016-04,384,40.72401342,-74.0064435,2016-04-01 00:00:00
198,American Numismatic Society,2016-05,279,40.72401342,-74.0064435,2016-05-01 00:00:00
199,American Numismatic Society,2016-06,298,40.72401342,-74.0064435,2016-06-01 00:00:00
200,American Numismatic Society,2016-07,310,40.72401342,-74.0064435,2016-07-01 00:00:00
201,American Numismatic Society,2016-08,201,40.72401342,-74.0064435,2016-08-01 00:00:00
202,American Numismatic Society,2016-09,305,40.72401342,-74.0064435,2016-09-01 00:00:00
203,American Numismatic Society,2016-10,173,40.72401342,-74.0064435,2016-10-01 00:00:00
204,American Numismatic Society,2016-11,126,40.72401342,-74.0064435,2016-11-01 00:00:00
205,American Numismatic Society,2016-12,172,40.72401342,-74.0064435,2016-12-01 00:00:00
206,American Numismatic Society,2017-01,228,40.72401342,-74.0064435,2017-01-01 00:00:00
207,American Numismatic Society,2017-02,111,40.72401342,-74.0064435,2017-02-01 00:00:00
208,American Numismatic Society,2017-03,203,40.72401342,-74.0064435,2017-03-01 00:00:00
209,American Numismatic Society,2017-04,127,40.72401342,-74.0064435,2017-04-01 00:00:00
210,American Numismatic Society,2017-05,92,40.72401342,-74.0064435,2017-05-01 00:00:00
211,American Numismatic Society,2017-06,147,40.72401342,-74.0064435,2017-06-01 00:00:00
212,American Numismatic Society,2017-07,182,40.72401342,-74.0064435,2017-07-01 00:00:00
213,American Numismatic Society,2017-08,146,40.72401342,-74.0064435,2017-08-01 00:00:00
214,American Numismatic Society,2017-09,95,40.72401342,-74.0064435,2017-09-01 00:00:00
215,American Numismatic Society,2017-10,152,40.72401342,-74.0064435,2017-10-01 00:00:00
216,American Numismatic Society,2017-11,137,40.72401342,-74.0064435,2017-11-01 00:00:00
217,American Numismatic Society,2017-12,133,40.72401342,-74.0064435,2017-12-01 00:00:00
218,American Numismatic Society,2018-01,193,40.72401342,-74.0064435,2018-01-01 00:00:00
219,American Numismatic Society,2018-02,125,40.72401342,-74.0064435,2018-02-01 00:00:00
220,American Numismatic Society,2018-03,236,40.72401342,-74.0064435,2018-03-01 00:00:00
221,American Numismatic Society,2018-04,159,40.72401342,-74.0064435,2018-04-01 00:00:00
222,American Numismatic Society,2018-05,227,40.72401342,-74.0064435,2018-05-01 00:00:00
223,American Numismatic Society,2018-06,152,40.72401342,-74.0064435,2018-06-01 00:00:00
224,American Numismatic Society,2018-07,95,40.72401342,-74.0064435,2018-07-01 00:00:00
225,American Numismatic Society,2018-08,197,40.72401342,-74.0064435,2018-08-01 00:00:00
226,American Numismatic Society,2018-09,39,40.72401342,-74.0064435,2018-09-01 00:00:00
227,American Numismatic Society,2018-10,114,40.72401342,-74.0064435,2018-10-01 00:00:00
228,American Numismatic Society,2018-11,132,40.72401342,-74.0064435,2018-11-01 00:00:00
229,American Numismatic Society,2018-12,124,40.72401342,-74.0064435,2018-12-01 00:00:00
230,American Numismatic Society,2019-01,59,40.72401342,-74.0064435,2019-01-01 00:00:00
231,American Numismatic Society,2019-02,76,40.72401342,-74.0064435,2019-02-01 00:00:00
232,American Numismatic Society,2019-03,118,40.72401342,-74.0064435,2019-03-01 00:00:00
233,American Numismatic Society,2019-04,100,40.72401342,-74.0064435,2019-04-01 00:00:00
234,American Numismatic Society,2019-05,226,40.72401342,-74.0064435,2019-05-01 00:00:00
235,American Numismatic Society,2019-06,152,40.72401342,-74.0064435,2019-06-01 00:00:00
236,American Numismatic Society,2019-07,200,40.72401342,-74.0064435,2019-07-01 00:00:00
237,American Numismatic Society,2019-08,323,40.72401342,-74.0064435,2019-08-01 00:00:00
238,American Numismatic Society,2019-09,134,40.72401342,-74.0064435,2019-09-01 00:00:00
239,American Numismatic Society,2019-10,329,40.72401342,-74.0064435,2019-10-01 00:00:00
240,American Numismatic Society,2019-11,184,40.72401342,-74.0064435,2019-11-01 00:00:00
241,American Numismatic Society,2019-12,136,40.72401342,-74.0064435,2019-12-01 00:00:00
242,American Numismatic Society,2020-01,228,40.72401342,-74.0064435,2020-01-01 00:00:00
243,American Numismatic Society,2020-02,194,40.72401342,-74.0064435,2020-02-01 00:00:00
244,American Numismatic Society,2020-03,122,40.72401342,-74.0064435,2020-03-01 00:00:00
245,American Numismatic Society,2020-07,219,40.72401342,-74.0064435,2020-07-01 00:00:00
246,American Numismatic Society,2020-08,35,40.72401342,-74.0064435,2020-08-01 00:00:00
247,American Numismatic Society,2020-09,252,40.72401342,-74.0064435,2020-09-01 00:00:00
248,American Numismatic Society,2020-10,279,40.72401342,-74.0064435,2020-10-01 00:00:00
249,American Numismatic Society,2020-11,152,40.72401342,-74.0064435,2020-11-01 00:00:00
250,American Numismatic Society,2020-12,146,40.72401342,-74.0064435,2020-12-01 00:00:00
251,American Numismatic Society,2021-01,26,40.72401342,-74.0064435,2021-01-01 00:00:00
252,American Numismatic Society,2021-02,112,40.72401342,-74.0064435,2021-02-01 00:00:00
253,American Numismatic Society,2021-03,110,40.72401342,-74.0064435,2021-03-01 00:00:00
254,American Numismatic Society,2021-04,165,40.72401342,-74.0064435,2021-04-01 00:00:00
255,American Numismatic Society,2021-05,255,40.72401342,-74.0064435,2021-05-01 00:00:00
256,American Numismatic Society,2021-06,164,40.72401342,-74.0064435,2021-06-01 00:00:00
257,American Numismatic Society,2021-07,182,40.72401342,-74.0064435,2021-07-01 00:00:00
258,American Numismatic Society,2021-08,109,40.72401342,-74.0064435,2021-08-01 00:00:00
259,American Numismatic Society,2021-09,210,40.72401342,-74.0064435,2021-09-01 00:00:00
260,American Numismatic Society,2021-10,274,40.72401342,-74.0064435,2021-10-01 00:00:00
261,American Numismatic Society,2021-11,23,40.72401342,-74.0064435,2021-11-01 00:00:00
262,American Numismatic Society,2021-12,16,40.72401342,-74.0064435,2021-12-01 00:00:00
263,American Numismatic Society,2022-01,9,40.72401342,-74.0064435,2022-01-01 00:00:00
264,American Numismatic Society,2022-02,32,40.72401342,-74.0064435,2022-02-01 00:00:00
265,American Numismatic Society,2022-03,92,40.72401342,-74.0064435,2022-03-01 00:00:00
266,American Numismatic Society,2022-04,232,40.72401342,-74.0064435,2022-04-01 00:00:00
267,American Numismatic Society,2022-05,385,40.72401342,-74.0064435,2022-05-01 00:00:00
268,American Numismatic Society,2022-06,381,40.72401342,-74.0064435,2022-06-01 00:00:00
269,American Numismatic Society,2022-07,291,40.72401342,-74.0064435,2022-07-01 00:00:00
270,American Numismatic Society,2022-08,211,40.72401342,-74.0064435,2022-08-01 00:00:00
271,American Numismatic Society,2022-10,367,40.72401342,-74.0064435,2022-10-01 00:00:00
272,American Numismatic Society,2022-11,314,40.72401342,-74.0064435,2022-11-01 00:00:00
273,American Numismatic Society,2022-12,50,40.72401342,-74.0064435,2022-12-01 00:00:00
274,American Numismatic Society,2023-01,323,40.72401342,-74.0064435,2023-01-01 00:00:00
275,American Numismatic Society,2023-02,196,40.72401342,-74.0064435,2023-02-01 00:00:00
276,American Numismatic Society,2023-03,204,40.72401342,-74.0064435,2023-03-01 00:00:00
277,American Numismatic Society,2023-04,142,40.72401342,-74.0064435,2023-04-01 00:00:00
278,American Numismatic Society,2023-05,348,40.72401342,-74.0064435,2023-05-01 00:00:00
279,Analysis and Policy Observatory (APO),2017-05,7,-37.82169275,145.0389975,2017-05-01 00:00:00
280,Analysis and Policy Observatory (APO),2017-06,5,-37.82169275,145.0389975,2017-06-01 00:00:00
281,Analysis and Policy Observatory (APO),2017-10,11,-37.82169275,145.0389975,2017-10-01 00:00:00
282,Analysis and Policy Observatory (APO),2017-11,9,-37.82169275,145.0389975,2017-11-01 00:00:00
283,Analysis and Policy Observatory (APO),2017-12,9,-37.82169275,145.0389975,2017-12-01 00:00:00
284,"BYU, Hawaii",2011-07,11,21.64181757,-157.9265819,2011-07-01 00:00:00
